brand_name,property_id,period,sessionSource,sessions,totalUsers
Anthony,373485153,Feb2024,iHeart,543,543
Anthony,373485153,Feb2024,iheart,425,425
Anthony,373485153,Feb2024,WDAF,86,82
Anthony,373485153,Feb2024,(not set),16,16
Anthony,373485153,Feb2024,mgo.gosearch.io,15,15
Anthony,373485153,Feb2024,srchfinance.com,15,11
Anthony,373485153,Feb2024,turnpointservices.com,15,10
Anthony,373485153,Feb2024,amply-app-solutions.com,10,8
Anthony,373485153,Feb2024,nowsearchit.com,10,10
Anthony,373485153,Feb2024,contentfinder.co,9,9
Anthony,373485153,Feb2024,tips.webbrowser.mobi,9,9
Anthony,373485153,Feb2024,app.unbounce.com,8,3
Anthony,373485153,Feb2024,go.servicetitan.com,8,2
Anthony,373485153,Feb2024,writeraccess.com,7,4
Anthony,373485153,Feb2024,imasdk.googleapis.com,6,6
Anthony,373485153,Feb2024,positivefeels.com,6,6
Anthony,373485153,Feb2024,app-mobile-solutions.com,5,5
Anthony,373485153,Feb2024,find.amazingfact.org,5,5
Anthony,373485153,Feb2024,stonesmentor.com,5,5
Anthony,373485153,Feb2024,aifindanswer.com,4,4
Anthony,373485153,Feb2024,find.softy.org,4,4
Anthony,373485153,Feb2024,letsfindanswer.com,4,4
Anthony,373485153,Feb2024,srchtravels.com,4,4
Anthony,373485153,Feb2024,ui.ads.microsoft.com,4,1
Anthony,373485153,Feb2024,askyourweb.com,3,3
Anthony,373485153,Feb2024,bonusbuyer.net,3,3
Anthony,373485153,Feb2024,chat.openai.com,3,1
Anthony,373485153,Feb2024,find.crowdsearch.net,3,3
Anthony,373485153,Feb2024,go.bargainboom.com,3,3
Anthony,373485153,Feb2024,go.dugouthub.com,3,3
Anthony,373485153,Feb2024,go.exclaim.com,3,3
Anthony,373485153,Feb2024,johnsoncountyhomeshow.com,3,2
Anthony,373485153,Feb2024,search.chopstick.co,3,3
Anthony,373485153,Feb2024,searchyep.com,3,3
Anthony,373485153,Feb2024,standardnews.com,3,3
Anthony,373485153,Feb2024,trends.gosearch.io,3,2
Anthony,373485153,Feb2024,usc-excel.officeapps.live.com,3,1
Anthony,373485153,Feb2024,www1.bargainboom.com,3,3
Anthony,373485153,Feb2024,www1.bonusbuyer.net,3,3
Anthony,373485153,Feb2024,blogsmith.online,2,2
Anthony,373485153,Feb2024,derektime.com,2,1
Anthony,373485153,Feb2024,find.chopstick.co,2,2
Anthony,373485153,Feb2024,gosocial.co,2,2
Anthony,373485153,Feb2024,indeed.com,2,2
Anthony,373485153,Feb2024,inline.browsersearch.co,2,2
Anthony,373485153,Feb2024,lenexa.org,2,2
Anthony,373485153,Feb2024,m.gsearch.co,2,1
Anthony,373485153,Feb2024,outlook.live.com,2,2
Anthony,373485153,Feb2024,pdfwonder.com,2,2
Anthony,373485153,Feb2024,projects.emsc.team,2,1
Anthony,373485153,Feb2024,results.stints.com,2,2
Anthony,373485153,Feb2024,revoada.net,2,1
Anthony,373485153,Feb2024,search.extensively.net,2,2
Anthony,373485153,Feb2024,startpage.com,2,2
Anthony,373485153,Feb2024,statics.teams.cdn.office.net,2,1
Anthony,373485153,Feb2024,thehearup.com,2,1
